year,artist,streams
2017,Florent Pagny,0.0
2017,Flores,0.0
2017,Floreyyyy,0.0
2017,Flori Mumajesi,0.0
2017,Florian Ast,0.0
2017,Florian Bery,0.0
2017,Florian Droids,0.0
2017,Florian Fesl,0.0
2017,Florian Picasso,0.0
2017,"Florian Picasso, Raiden",0.0
2017,"Florian Picasso, VASSY",0.0
2017,Florian Zack,0.0
2017,Floribella,0.0
2017,Floricienta,0.0
2017,Florida Georgia Line,15258754.0
2017,"Florida Georgia Line, Backstreet Boys",10774729.0
2017,"Florida Georgia Line, Tim McGraw",12969430.0
2017,Flosstradamus,0.0
2017,"Flosstradamus, Dillon Francis",0.0
2017,"Flosstradamus, FKi 1st, graves",14825.0
2017,Flou,0.0
2017,Flove,0.0
2017,Flow J Simpson,0.0
2017,Flow Mafia,0.0
2017,FlowRag,47416.0
2017,"Flowdan, Wiley",0.0
2017,Flower,726706.0
2017,Fluencie,0.0
2017,"Fluir, Jesse Marantz",0.0
2017,Fluke,0.0
2017,Flume,15878122.0
2017,"Flume, Chet Faker",5568.0
2017,"Flume, Dave Glass Animals",17444.0
2017,"Flume, KUČKA",310060.0
2017,"Flume, Little Dragon",0.0
2017,"Flume, Moses Sumney",51710.0
2017,"Flume, Pusha T",39075.0
2017,"Flume, Tove Lo",426159.0
2017,"Flume, kai",43859360.0
2017,Flunk,0.0
2017,Flure,0.0
2017,"Flux Pavilion, Matthew Koma",0.0
2017,"Flux Pavilion, Turin Brakes",0.0
2017,"Fluxkid, Lakmé",0.0
2017,Fly By Midnight,0.0
2017,"Fly, Sebastian Yatra",0.0
2017,Flyboy,0.0
2017,Flying Decibels,0.0
2017,Flying Ipis,0.0
2017,Flyte,0.0
2017,Flèche,0.0
2017,Flöber,0.0
2017,Flört,7371.0
2017,Fmg,343355.0
2017,"Fmg, Chip Charlez, Slimm, Jairzinho",19199.0
2017,Foals,2622146.0
2017,Fobia,0.0
2017,Foby Hemda,0.0
2017,Focus,0.0
2017,"Fodor Máriusz, Kama",0.0
2017,Foggieraw,0.0
2017,Foja,0.0
2017,Foje,0.0
2017,Folami,0.0
2017,Fold,0.0
2017,"Folk Studios, Paula Tagle",0.0
2017,Follow The Flow,0.0
2017,Fonseca,4567064.0
2017,"Fonseca, Alexis y Fido",193803.0
2017,Foo Fighters,11892432.0
2017,Food Court,0.0
2017,Fools Garden,0.0
2017,Football Club,0.0
2017,For A Season,0.0
2017,For The Imperium,0.0
2017,Force Major,0.0
2017,Foreign Fields,0.0
2017,Foreigner,37457.0
2017,Forest Blakk,0.0
2017,Forest Swords,0.0
2017,Forever,0.0
2017,"Forever Lost, Anklebreaker",0.0
2017,Forever in Your Mind,0.0
2017,Format,0.0
2017,Forro In The Dark,3015.0
2017,Fort Frances,0.0
2017,Fort Minor,0.0
2017,"Fortay, Hopsin",0.0
2017,Fortu & Mendoza,0.0
2017,Fortunes.,0.0
2017,Força Suprema,0.0
2017,"Fosco Alma, LD, Refew",0.0
2017,Foster The People,33282753.0
2017,Fou De Toi,0.0
2017,FouKi,0.0
2017,Fouli,5091486.0
2017,"Fouli, Danni",0.0
2017,Founding Neverland,0.0
2017,Fountaineer,0.0
2017,Fountains Of Wayne,75897.0
2017,Four Get Me A Nots,0.0
2017,Four Tet,0.0
2017,Four Tops,0.0
2017,"Fourth, Biggie BK",0.0
2017,Fourtwnty,13636078.0
2017,Fourward,0.0
2017,Fox & Charm,0.0
2017,"Fox & Charm, Rubytates",0.0
2017,Fox Academy,0.0
2017,Fox Blanco,0.0
2017,"Fox Stevenson, Curbi",0.0
2017,"Fox Stevenson, Mesto",0.0
2017,Foxes,0.0
2017,Foxley,0.0
2017,Foxygen,0.0
2017,Foy Vance,0.0
2017,"Foy Vance, Ed Sheeran",9710.0
2017,"Foyone, Akapellah",0.0
2017,"Foyone, Ayax, Sceno",0.0
2017,"Foyone, Kase.O, Sceno",0.0
2017,Fozzy,0.0
2017,Foé,0.0
2017,"FpU, Bianca",0.0
2017,Fractures,0.0
2017,Fragile Girls,0.0
2017,Frah Quintale,0.0
2017,"Frainstrumentos, Bronko Yotte",0.0
2017,"Frainstrumentos, DJ Pere, Pizzy El Guitarriani",0.0
2017,"Frainstrumentos, Dr. Bene, DJ Pere",0.0
2017,"Frainstrumentos, Gran Rah",0.0
2017,"Frainstrumentos, Jonas Sanche, Chyste Mc",0.0
2017,"Frainstrumentos, Juaninacka",0.0
2017,"Frainstrumentos, Matiah Chinaski, DJ Pere, Pizzy El Guitarriani",0.0
2017,"Frainstrumentos, Matiah Chinaski, DJ Sta",0.0
2017,"Frainstrumentos, Nadie",0.0
2017,"Frainstrumentos, NielBrown, DJ Pere, Damaris Icochea",0.0
2017,"Frainstrumentos, Portavoz, AnimaSoul, DJ Cidtronyck",0.0
2017,"Frainstrumentos, Slc, Gastón Gabarro",0.0
2017,"Frainstrumentos, Terrible, Ricardo Castillo",0.0
2017,"Frainstrumentos, ZitaZoe, Majo Eme",0.0
2017,Fran Hevia,0.0
2017,Fran Palermo,0.0
2017,Fran Rozzano,0.0
2017,Franc Moody,0.0
2017,France Gall,0.0
2017,Frances,191018.0
2017,Francesca Ani,0.0
2017,Francesca Michielin,5696352.0
2017,Francesco De Gregori,457104.0
2017,Francesco Gabbani,21444970.0
2017,Francesco Guasti,76067.0
2017,Francesco Minotro,0.0
2017,Francesco Napoli,0.0
2017,Francesco Renga,108854.0
2017,"Francesco Sartori, Jonas Kaufmann, Asher Fisch",0.0
2017,"Francesco Sartori, Lucio Quarantotto, Sarah Brightman, Andrea Bocelli",0.0
2017,Francesco Sole,0.0
2017,Francis Cabrel,0.0
2017,"Francis Davila, Ben Alexander",0.0
2017,"Francis Davila, MING",0.0
2017,Francis Harris,0.0
2017,Francis Novotny,0.0
2017,Francis and the Lights,247214.0
2017,Francisco Salas,0.0
2017,Francisco Terán,0.0
2017,"Francisco Tárrega, Jason Vieaux",0.0
2017,Francisco Victoria,0.0
2017,"Francisco, el Hombre",0.0
2017,"Francisco, el Hombre, Labaq, Helena Maria, Salma Jô, Renata Éssis",0.0
2017,"Franco ""El Gorilla"", De La Ghetto, Luigi 21 Plus, Ozuna",239455.0
2017,"Franco ""El Gorilla"", Ozuna",3243911.0
2017,"Franco ""El Gorilla"", Tico El Imigrante",34867.0
2017,Franco Battiato,9509.0
2017,"Franco Bixio, Fabio Frizzi, Vince Tempera",0.0
2017,Franco De Vita,5294.0
2017,"Franco De Vita, Alejandra Guzman",0.0
2017,"Franco De Vita, Nicky Jam",0.0
2017,Franco Escamilla,0.0
2017,Franco Franco,0.0
2017,Franco Ricciardi,0.0
2017,Francobollo,0.0
2017,"Francois Brousseau, Martin Duru, Jean-Sébastien Nouveau",0.0
2017,Frandé,117430.0
2017,"Frandé, DJ Didilong",168751.0
2017,Frank Black,0.0
2017,Frank Carter & The Rattlesnakes,0.0
2017,Frank Costa,0.0
2017,Frank Diago,0.0
2017,Frank Fitts,0.0
2017,Frank Hemd,0.0
2017,Frank Lukas,0.0
2017,Frank Ocean,30562417.0
2017,"Frank Ocean, Earl Sweatshirt",0.0
2017,"Frank Ocean, JAY-Z, Tyler, The Creator",2559722.0
2017,Frank Pierce,0.0
2017,"Frank Pierce, Famba",2961725.0
2017,"Frank Pole, Cameron Forbes",0.0
2017,Frank Powers,0.0
2017,Frank Sinatra,75481530.0
2017,"Frank Sinatra, Antônio Carlos Jobim",0.0
2017,"Frank Sinatra, Count Basie",0.0
2017,"Frank Sinatra, Seal",70943.0
2017,Frank Turner,0.0
2017,"Frank Walker, Emily Warren",0.0
2017,"Frank Walker, Sterling Fox",0.0
2017,Frank Wild,0.0
2017,Frank Zappa,0.0
2017,Frankie Animal,0.0
2017,Frankie Goes To Hollywood,1678213.0
2017,Frankie J,0.0
2017,Frankie Knuckles,0.0
2017,"Frankie Negrón, Mario de Jesús, Sergio George",0.0
2017,Frankie Ruiz,0.0
2017,Frankie Stew and Harvey Gunn,0.0
2017,Frankie Valli,0.0
2017,Franklin,0.0
2017,"Franklin Deleano, Mendoza",0.0
2017,Franklin James,0.0
2017,"Franklin James, Eden Mary",0.0
2017,Franklyn,0.0
2017,Franky Rizardo,0.0
2017,Franny Glass,0.0
2017,Frans,718814.0
2017,Frans Cuspinera,0.0
2017,Frans Walfridsson,0.0
2017,Franz Arnold's Wiudä Bärg,0.0
2017,Franz Ferdinand,1709306.0
2017,Franz Gordon,0.0
2017,"Franz Liszt, Daniil Trifonov",0.0
2017,"Franz Schubert, Adalbert Grunwald, Otto Standke, Benoît Fromanger, Gilead Mishory",0.0
2017,"Franz Schubert, Anne-Sophie Mutter, Daniil Trifonov",0.0
2017,"Franz Schubert, Julia Fischer, Martin Helmchen",0.0
2017,"Franz Schubert, Luciano Pavarotti, National Philharmonic Orchestra, Kurt Herbert Adler",0.0
2017,"Franz Schubert, Rudolf Buchbinder",0.0
2017,"Franz Schubert, Tanguy de Williencourt, Bruno Philippe",0.0
2017,Françoise Hardy,0.0
2017,Frapan,0.0
2017,Frasco,0.0
2017,Frazey Ford,0.0
2017,Freak n' Traveller,0.0
2017,"Freakhouze, Cien",3458.0
2017,Freckle,8235.0
2017,"Freckle, Leo王",0.0
2017,Fred Cheng,3925.0
2017,Fred De Palma,1972601.0
2017,"Fred Falke, Jake Isaac",0.0
2017,Fred Nicolas,0.0
2017,Fred The Future,0.0
2017,"Fred The Future, Hottub, Ollie",0.0
2017,Fred V & Grafix,0.0
2017,"Fred V & Grafix, Amy J Pryce",0.0
2017,"Fred V & Grafix, Metrik, Kate Westall",0.0
2017,"Fred Van Boesschoten, Ferry Van De Zaande",0.0
2017,Fred Åkerström,35353.0
2017,FredFuck,0.0
2017,Fredda & YoNas,0.0
2017,"Fredde Blæsted, Hilnigger",0.0
2017,Freddie Gibbs,0.0
2017,"Freddie Gibbs, Madlib",0.0
2017,Freddie Hultana,0.0
2017,Freddie Joachim,0.0
2017,"Freddie Joachim, QSTN",0.0
2017,Freddie King,0.0
2017,Freddie Mercury,0.0
2017,Freddy Kalas,26451505.0
2017,"Freddy Moreira, Capital Candy, Patexx",3613757.0
2017,Frederik Leopold,0.0
2017,"Fredfades, Moruf, MoShadee, Ivan Ave",0.0
2017,Fredi Ginman,0.0
2017,Fredi Leis,0.0
2017,Fredo,283860.0
2017,"Fredo Santana, Kendrick Lamar",0.0
2017,Fredrik Eklund,0.0
2017,"Fredrik Lycke, Alexander Lycke, Opetaia Foa'i",0.0
2017,Fredwave,0.0
2017,"Fredy Montoya, Luisito Muñoz",25169.0
2017,Free,0.0
2017,"Freedo, Gabriella Vixen",0.0
2017,Freedom Fry,0.0
2017,"Freedom, Musikk",27166.0
2017,"Freeform Five, Ali Love",0.0
2017,"Freejak, Martay M'Kenzy",0.0
2017,"Freejak, Safety First",0.0
2017,Freek De Jonge,0.0
2017,"Freek and Fransje (feat. Hopp!), Hopp",0.0
2017,Freescoot,0.0
2017,Freestyle,19328449.0
2017,Freevø,0.0
2017,Freeze Mob,0.0
2017,"Freeze corleone, TheHashClique",0.0
2017,Frei.Wild,0.0
2017,Freischwimmer,0.0
2017,"Frej Larsson, Aida Samb, Faal",0.0
2017,"Frej Larsson, Bud Stankz",0.0
2017,"Frej Larsson, ODZ, Canto",296106.0
2017,French 79,0.0
2017,"French Braids, Frankmusik",0.0
2017,French Fuse,0.0
2017,"French Horn Rebellion, That's Nice, Patterns",0.0
2017,French Montana,133817.0
2017,"French Montana, Drake",439406.0
2017,"French Montana, Future",0.0
2017,"French Montana, J Balvin",3512522.0
2017,"French Montana, Pharrell Williams",3710286.0
2017,"French Montana, Quavo",20004.0
2017,"French Montana, Rick Ross, Lil Wayne, 2 Chainz",0.0
2017,"French Montana, Swae Lee",1265579737.0
2017,"French Montana, The Weeknd, Max B",14522768.0
2017,"French Montana, Travis Scott",466208.0
2017,French Tobacco,0.0
2017,Frenchie B,0.0
2017,Frenetik&Orang3,169200.0
2017,Frenna,3003979.0
2017,"Frenna, Boef",4894563.0
2017,"Frenna, Diquenza",14174000.0
2017,"Frenna, Diquenza, Emms",4724840.0
2017,"Frenna, Diquenza, Jonna Fraser",645598.0
2017,"Frenna, Diquenza, Latifah",1801125.0
2017,"Frenna, Diquenza, Priceless, Quincy Promes",523513.0
2017,"Frenna, Diquenza, SFB, Mugeez",721066.0
2017,"Frenna, Diquenza, Sevn Alias",776237.0
2017,"Frenna, Diquenza, Sevn Alias, KM",639012.0
2017,"Frenna, Emms, Jonna Fraser",8311513.0
2017,"Frenna, Jandro",9259128.0
2017,"Frenna, Jonna Fraser",2842894.0
2017,"Frenna, KM, Eves",1232145.0
2017,"Frenna, KM, Jayh",55459.0
2017,"Frenna, Kempi, KM",104445.0
2017,"Frenna, Priceless, Jandro",5974271.0
2017,Frensh,0.0
2017,Frente!,0.0
2017,Frequencerz,0.0
2017,"Frequencerz, Bass Chaserz",0.0
2017,Fresh,0.0
2017,"Fresh Boy, Blasta Rap Family",0.0
2017,Fresku,106940.0
2017,"Fresku, MocroManiac",0.0
2017,"Fresku, MocroManiac, Jboy, Woenzelaar, Pietju Bell, Killer Kamal, Braz",0.0
2017,Frestelsen,0.0
2017,Freundeskreis,0.0
2017,Freya Ridings,19202.0
2017,"Fricky, Academics",0.0
2017,"Friction, Doktor",0.0
2017,"Friction, Josh Barry",0.0
2017,"Friction, Raphaella",0.0
2017,Frida Braxell,0.0
2017,Frida Elsa,0.0
2017,"Frida Hilarius, William Rørdam",0.0
2017,Frida Nygård,0.0
2017,Frida Oline,7781.0
2017,Frida Sundemo,22542.0
2017,Friday,0.0
2017,"Friedrich Kuhlau, Lunds Studentsångare, Mats Paulson",0.0
2017,Friend Within,0.0
2017,"Friend Within, Kideko",0.0
2017,Friendless,0.0
2017,Friends In Paris,0.0
2017,Frightened Rabbit,0.0
2017,Frik n Chic,0.0
2017,Frills,0.0
2017,Fripps & Fripps,0.0
2017,Friska Viljor,0.0
2017,Fritjof,0.0
2017,Friyie,173792.0
2017,"Frizon, Sebastian Stakset, Hope",0.0
2017,Frizzy P & Mr Cole,0.0
2017,Friðrik Dór,819998.0
2017,"Friðrik Dór, Albatross",0.0
2017,Friðrik Karlsson,0.0
2017,Friðrik Ómar,0.0
2017,Friðrikl Ómar,34566.0
2017,Froid,0.0
2017,"Froid, BK",0.0
2017,"Froid, Cynthia Luz",0.0
2017,"Froid, Makalister",0.0
2017,"Froid, Rap Box, Cynthia Luz, Pedro Qualy, Disstinto, Medulla",0.0
2017,From First To Last,0.0
2017,From Kid,0.0
2017,Front 242,0.0
2017,"Froogle, Luke Cusato",0.0
2017,Frost,0.0
2017,Frrauds,0.0
2017,Frsh,437275.0
2017,"Frsh, Geechi, Chivv, Brasco",21187.0
2017,Fruchtmax,0.0
2017,Fruela,0.0
2017,Fruko Y Sus Tesos,52281.0
2017,Fruta Deliciosa,0.0
2017,Frànçois & The Atlas Mountains,0.0
2017,Frágil,0.0
2017,"Frédéric Chopin, Alexandre Tharaud",0.0
2017,"Frédéric Chopin, David Fray",0.0
2017,"Frédéric Chopin, Elisabeth Leonskaja",0.0
2017,"Frédéric Chopin, Jan Lisiecki",0.0
2017,"Frédéric Chopin, Leif Ove Andsnes",0.0
2017,"Frédéric Chopin, Luis Fernando Pérez",0.0
2017,"Frédéric Chopin, Maurizio Pollini",0.0
2017,"Frédéric Lachkar, Giovanna Rapattoni, Jacqueline Maiello Ferry, Pietro Biondi",0.0
2017,Fréro Delavega,0.0
2017,Fss,0.0
2017,Fstvlst,0.0
2017,Fucked Up,0.0
2017,Fuego,0.0
2017,"Fuego, J Balvin",62713.0
2017,Fuel Fandango,0.0
2017,Fuff,0.0
2017,Fugazi,0.0
2017,Fugees,146456.0
2017,Fujifabric,8973.0
2017,"Fujifabric, 山田孝之",29520.0
2017,Fukkk Offf,0.0
2017,Fulanito,0.0
2017,Fulgeance,0.0
2017,Full,0.0
2017,Full Crate,85457.0
2017,Full Crate x Mar,0.0
2017,"Full Crate, The Partysquad",0.0
2017,Fullax,0.0
2017,Fullife,35275.0
2017,Fumaracha,0.0
2017,Fumaratto,0.0
2017,Fumiya Fujii,0.0
2017,Fun Boy Three,0.0
2017,Fun Factory,0.0
2017,Fun[k]House,0.0
2017,"Funambulista, Dani Martín",0.0
2017,Funeral For A Friend,0.0
2017,Fungz,0.0
2017,"Funk Flex, The Notorious B.I.G., 2Pac",0.0
2017,Funkadelic,0.0
2017,"Funkerman, Cooperated Souls",0.0
2017,Funkin Matt,0.0
2017,Funkmammoth,0.0
2017,Funkstar De Luxe,0.0
2017,Funky,0.0
2017,Funtsi,0.0
2017,Furkan Soysal,0.0
2017,Furkan Özsan,49573.0
2017,Furns,0.0
2017,Fury In The Slaughterhouse,0.0
2017,Fuse,0.0
2017,Fuse ODG,3259036.0
2017,Fusedmarc,3272.0
2017,"Fusion, Ghetts, Mic Ty",0.0
2017,Futparódias,0.0
2017,Future,1607604182.0
2017,Future Animals,1389390.0
2017,Future Duper,968384.0
2017,Future Islands,0.0
2017,"Future Islands, Debbie Harry",0.0
2017,Future Jr.,0.0
2017,"Future Magic, Kass",0.0
2017,"Future, Chris Brown",3444825.0
2017,"Future, Gucci Mane",0.0
2017,"Future, Young Thug",39894177.0
2017,FutureShape,0.0
2017,"Futurecop!, DWNTWN",0.0
2017,Futuristic,0.0
2017,"Futuristic Polar Bears, Jonathan Mendelsohn",0.0
2017,Fyfe,0.0
2017,Fyfe Dangerfield,0.0
2017,"Fymme Bongkot, Ruj Supharuj, LOWFAT",79938.0
2017,"FÄIS, Afrojack",1045940.0
2017,Fábio Azevedo,0.0
2017,Fátima Pinto,4603.0
2017,"Fátima Pinto, Mike Joseph",40883.0
2017,Fætr,1979257.0
2017,"Fætr, Bro",94586.0
2017,Füffi,0.0
2017,Fünf Sterne deluxe,0.0
2017,Fēlikss Ķiģelis,0.0
2017,"G Club, Banda Sonora",0.0
2017,"G I I S & Novre, Kud",0.0
2017,"G Voz, Sander W., Rami",0.0
2017,G Yamazawa,0.0
2017,G&G Sindikatas,0.0
2017,G-DRAGON,2279605.0
2017,G-Eazy,405504538.0
2017,"G-Eazy, A$AP Rocky, Cardi B",209554298.0
2017,"G-Eazy, Anna of the North",2807.0
2017,"G-Eazy, Bebe Rexha",42837166.0
2017,"G-Eazy, Carnage",11464.0
2017,"G-Eazy, Carnage, THIRTY RACK",17247.0
2017,"G-Eazy, Charlie Puth",22782388.0
2017,"G-Eazy, Drew Love",1299799.0
2017,"G-Eazy, Halsey",52300886.0
2017,"G-Eazy, Kehlani",1473.0
2017,"G-Eazy, Madison Love",5675.0
2017,"G-Eazy, Sam Martin",7271.0
2017,"G-Eazy, Son Lux",5831.0
2017,"G-Eazy, Zoe Nash",5309168.0
2017,"G-Eazy, phem",221498.0
2017,G-Girls,128619.0
2017,"G-Mies, Matti Tamonen",0.0
2017,G-Unit,0.0
2017,G.A.N,0.0
2017,G.E.M.,9440544.0
2017,"G.R.C.E.S. Vai-Vai, Wander Pires",0.0
2017,"G.R.E.S. Acadêmicos Do Grande Rio, Emerson Dias, Ivete Sangalo",0.0
2017,"G.R.E.S. Beija Flor De Nilópolis, Neguinho Da Beija Flor",0.0
2017,"G.R.E.S. Portela, Gilsinho",0.0
2017,"G.R.E.S.E.P. Estação Primeira De Mangueira, Ciganerey, Milton Gonçalves",0.0
2017,"G5SH, Reva Chen",0.0
2017,GAC (Gamaliél Audrey Cantika),1598354.0
2017,GACHO,0.0
2017,GAI,0.0
2017,GAIA,0.0
2017,GAMPER & DADONI,0.0
2017,GANZ,0.0
2017,GAOFUNK,6115.0
2017,GARNiDELiA,0.0
2017,GAS,0.0
2017,GASHI,1973583.0
2017,"GAWVI, Andy Mineo, KB",0.0
2017,"GAWVI, Robbie Lee, Julissa Leilani",0.0
2017,GBOYSWAG,103230.0
2017,GCD,0.0
2017,GDRN,0.0
2017,GEMS,0.0
2017,GENA DESOUZA,1431.0
2017,"GENER8ION, Tayla Parx",0.0
2017,GENERATIONS from EXILE TRIBE,1980168.0
2017,GEO,0.0
2017,GFBF,0.0
2017,"GFDM, NÉONHÈART",0.0
2017,GFRIEND,199329.0
2017,"GG Ujihara, SHINTARO",0.0
2017,GGOOLLDD,0.0
2017,"GHOSTT, RADIØMATIK",0.0
2017,"GIIS, Loeki",0.0
2017,GILGUN,0.0
2017,GIMS,34413274.0
2017,GING NANG BOYZ,8254.0
2017,"GIRIBOY, Kim Seungmin",0.0
2017,GIRLFRIEND,0.0
2017,GIRLS ON TOP,0.0
2017,GJan,0.0
2017,GKR,5212.0
2017,GL,0.0
2017,GLASHAUS,0.0
2017,GLGV,0.0
2017,GLIM SPANKY,114264.0
2017,GLORIA,0.0
2017,"GLOWINTHEDARK, Caza, Nate, Philly Moré",59061.0
2017,"GLOWINTHEDARK, Lijpe",292296.0
2017,"GLOWINTHEDARK, Nate, Jandino, Philly Moré, Kalibwoy",97890.0
2017,"GLOWINTHEDARK, SFB, Philly Moré",151275.0
2017,GNA,0.0
2017,GOAT,0.0
2017,GOING STEADY,0.0
2017,GOLDEN BOMBER,0.0
2017,GOLDHOUSE,0.0
2017,GOLEC UORKIESTRA,73317.0
2017,GOT7,5939.0
2017,GRANT,24150.0
2017,GRAViiTY,0.0
2017,GREAT3,0.0
2017,GREE,0.0
2017,GRM Daily,0.0
2017,GROGNation,0.0
2017,GReeeeN,3681325.0
2017,"GRiZMATiK, GRiZ, Gramatik",0.0
2017,GSPR,0.0
2017,"GULEED, ICEKIID",0.0
2017,GUS,0.0
2017,GUTE ARBEIT Originals,0.0
2017,Ga'briel,0.0
2017,"Gaab, MC Hariel",2241659.0
2017,Gab Ferreira,0.0
2017,Gab Ramos,0.0
2017,"Gabbe G, Rawda",0.0
2017,Gabbi Garcia,0.0
2017,Gabbie Hanna,0.0
2017,Gabbie June,0.0
2017,"Gabby Alipe, John Dinopol",0.0
2017,"Gabby Alipe, John Dinopol, The Ransom Collective",0.0
2017,Gabby And Lopez,0.0
2017,Gabigar,0.0
2017,"Gabriel & Dresden, Sub Teal",0.0
2017,"Gabriel Cordeiro, Sergio Rufino, Ivan Parente, Bianca Tadini, Nill de Pádua, Cidalia Castro, Giulia Nadruz, Tony Germano, Simone Luiz",0.0
2017,"Gabriel Diniz, Wesley Safadão",574926.0
2017,Gabriel Garzón-Montano,0.0
2017,Gabriel Kelley,0.0
2017,Gabriel Lion,4425146.0
2017,Gabriel Mayers,0.0
2017,Gabriel O Pensador,0.0
2017,Gabriel Pagan,34216.0
2017,"Gabriel Pagan, Ilegales",0.0
2017,Gabriel Rios,0.0
2017,Gabriel Romero,15512.0
2017,Gabriel Vitel,13849.0
2017,"Gabriela Heclová, Jan Nedved, Kate Rezková, Matej, Mariana Prachařová",0.0
2017,Gabriela Rocha,0.0
2017,Gabriele Esposito,350117.0
2017,Gabrielle,18359447.0
2017,Gabrielle Aplin,49256.0
2017,Gabrielle Shonk,0.0
2017,Gabry Ponte,447506.0
2017,"Gabry Ponte, Sergio Sylvestre",32523.0
2017,Gaby Noya,0.0
2017,Gaby Zambrano,0.0
2017,Gackt,0.0
2017,"Gaeko, RM",0.0
2017,Gael Faure,0.0
2017,Gael Garcia Bernal,443082.0
2017,"Gael Garcia Bernal, Gabriella Flores, Libertad García Fonzi",0.0
2017,"Gael Garcia Bernal, Lucy Hernández",1528244.0
2017,Gage,0.0
2017,Gaia,694217.0
2017,Gain,2824.0
2017,"Gain, Jeff Bernat",0.0
2017,"Gaki Ranger, Sugar Soul, JESSE",0.0
2017,Gal Costa,0.0
2017,"Gal Costa, Caetano Veloso",0.0
2017,Gala,68749.0
2017,Galabby,0.0
2017,Galactic Empire,0.0
2017,Galantis,124663937.0
2017,"Galantis, Hook N Sling",60530313.0
2017,"Galantis, ROZES",1331116.0
2017,"Galantis, Throttle",154772.0
2017,Galavant,57566.0
2017,Galeffi,0.0
2017,Galilea,0.0
2017,Galimatias,0.0
2017,Gallant,2171.0
2017,"Gallant, Andra Day",2640.0
2017,"Gallant, Tablo, Eric Nam",15772.0
2017,Galy Galiano,0.0
2017,Gamberroz,0.0
2017,Gambino,0.0
2017,Game Seth & Match,0.0
2017,Gamemeneer,67286.0
2017,"Gamma, Chelsea",0.0
2017,Gamma1,811355.0
2017,"Gammelfar, Comkean, Malte Milner",0.0
2017,Gandhi,0.0
2017,Ganezha,0.0
2017,Gang Of Four,0.0
2017,Gang Starr,0.0
2017,Gang of Youths,19365.0
2017,Gangly,0.0
2017,"Gangster, Alkilados",0.0
2017,"Ganic, Johnny Whitehouse",0.0
2017,Garage 21,0.0
2017,Garage Fuzz,0.0
2017,Garbage,0.0
2017,Garbanotas,0.0
2017,Garbanotas Bosistas,0.0
2017,"García MC, Gatopersa",0.0
2017,Garcín,0.0
2017,Gardemusikken,10364.0
2017,Gardika Gigih,0.0
2017,Gardiner Sisters,0.0
2017,"Gareth Emery, Christina Novelli",0.0
2017,"Gareth Emery, Louis Vivet",0.0
2017,"Gareth Emery, STANDERWICK, HALIENE",0.0
2017,"Gareth Emery, Wayward Daughter",0.0
2017,Gareth Gates,0.0
2017,Garish,0.0
2017,Garland Jeffreys,0.0
2017,"Garmiani, Julimar Santos",0.0
2017,Garou,131619.0
2017,"Garou, Céline Dion",0.0
2017,Garren Sean,0.0
2017,Garreth Maher,0.0
2017,Garrett Kato,0.0
2017,"Garrickson, Qole",0.0
2017,"Garry Ocean, Katt Rose",0.0
2017,"Gartz, Matti8, Suomileijona",0.0
2017,Gary,0.0
2017,Gary Burton,0.0
2017,Gary Clark Jr.,0.0
2017,"Gary Clark Jr., Junkie XL",1242.0
2017,Gary Dourdan,0.0
2017,"Gary Lightbody, Johnny McDaid",0.0
2017,Gary Moore,0.0
2017,Gary Numan,0.0
2017,"Gary Numan, Tubeway Army",0.0
2017,Gary Portnoy,0.0
2017,Gary Valenciano,28896.0
2017,"Gary Valenciano, Toni Gonzaga",93454.0
2017,Gary Washington,0.0
2017,"Gary Washington, GReeeN",64435.0
2017,Gascar,0.0
2017,Gasellit,2836249.0
2017,"Gasellit, Karri Koira",3411874.0
2017,"Gasellit, Kube",59491.0
2017,"Gasellit, Pyhimys",75675.0
2017,Gasolin',694230.0
2017,Gasoline Lollipops,0.0
2017,"Gaspar Fernandes, Stockholm Ensemble Villancico, Peter Pontvik",0.0
2017,Gaspard Royant,47913.0
2017,Gata Cattana,0.0
2017,"Gata Cattana, Bejo",0.0
2017,"Gata Cattana, Nico Miseria",0.0
2017,"Gatekunst, Kaveh, Abelone",0.0
2017,"Gatekunst, Satilmis, Lillebror, STOR",0.0
2017,"Gatekunst, Satilmis, Turab, Ezzari",0.0
2017,"Gatekunst, Turab, Izabell, Temur",0.0
2017,"Gatekunst, Zamour, Yomi Baisa, Jonas Benyoub, Blvck O",0.0
2017,Gateway Worship,0.0
2017,Gatoblanco,0.0
2017,"Gatoperro, Andy Chango",0.0
2017,Gaullin,0.0
2017,Gaussian Curve,0.0
2017,Gauvain Sers,0.0
2017,Gavin Bryars,0.0
2017,Gavin Castleton,0.0
2017,"Gavin D, Chin Chinawut",0.0
2017,Gavin DeGraw,0.0
2017,Gavin Haley,0.0
2017,Gavin James,10057829.0
2017,Gavin Luke,0.0
2017,Gavin Turek,0.0
2017,Gavy NJ,0.0
2017,Gaye Su Akyol,0.0
2017,Gayla Peevey,0.0
2017,Gazapizm,1907107.0
2017,"Gazapizm, The Cash Flow",255951.0
2017,Gazebo Penguins,0.0
2017,Gazzelle,799543.0
2017,"Gazzo, American Authors",0.0
2017,Gaël Faye,0.0
2017,Geancarlo Calderon,0.0
2017,Gece Yolcuları,6240.0
2017,"Gedz, Otsochodzi, Pham",0.0
2017,Gee Dixon,219685.0
2017,"Gee Dixon, Moms, Naod, Kaliffa, Dani M, Linda Pira",198125.0
